291 4
0.588  -1.716  1.300  0.000
0.521  -1.717  1.300  0.000
0.723  -1.825  2.500  0.000
0.486  0.842  0.800  0.000
0.771  -0.489  0.900  0.000
1.245  -0.928  0.900  0.000
1.447  -1.036  1.200  0.000
0.790  -1.824  2.100  0.000
1.307  -0.593  0.300  0.000
1.377  -0.815  1.100  0.000
0.290  0.506  0.600  0.000
0.557  0.509  0.600  0.000
0.350  1.063  0.700  0.000
1.110  -0.818  1.100  0.000
0.771  -0.489  0.900  0.000
0.838  -0.488  0.000  0.000
0.970  -0.375  0.200  0.000
0.908  -0.710  0.900  0.000
1.378  -0.926  0.800  0.000
1.108  -0.707  0.900  0.000
2.055  -1.584  0.300  0.000
0.905  -0.487  1.000  0.000
0.905  -0.487  1.100  0.000
0.837  -0.377  0.200  0.000
0.025  0.391  1.200  0.000
0.973  -0.598  0.900  0.000
0.973  -0.598  0.900  0.000
0.840  -0.600  0.900  0.000
0.771  -0.489  0.200  0.000
0.568  -0.269  0.900  0.000
-0.327  1.721  2.800  0.000
0.222  0.616  0.900  0.000
0.415  1.175  2.300  0.000
0.419  0.841  0.800  0.000
0.621  0.733  1.000  0.000
0.771  -0.489  0.900  0.000
0.694  0.289  0.800  0.000
0.695  0.177  0.800  0.000
0.692  0.400  0.900  0.000
0.152  0.838  0.800  0.000
0.222  0.616  0.100  0.000
0.553  0.843  0.700  0.000
0.771  -0.489  0.900  0.000
1.108  -0.707  0.900  0.000
0.773  -0.600  0.800  0.000
0.908  -0.710  0.900  0.000
1.246  -1.039  1.100  0.000
0.353  0.840  0.900  0.000
0.621  0.733  0.800  0.000
0.840  -0.600  0.900  0.000
0.976  -0.820  0.800  0.000
1.043  -0.819  0.900  0.000
1.521  -1.592  0.900  0.000
0.973  -0.598  0.800  0.000
0.354  0.729  0.000  0.000
0.353  0.840  0.700  0.000
0.488  0.731  0.000  0.000
1.923  -1.697  0.800  0.000
0.973  -0.598  0.900  0.000
0.840  -0.600  0.900  0.000
0.905  -0.487  0.000  0.000
1.101  -0.151  1.000  0.000
0.773  -0.600  0.800  0.000
1.041  -0.708  1.000  0.000
2.194  -1.916  0.700  0.000
1.043  -0.819  0.800  0.000
0.840  -0.600  0.000  0.000
1.515  -1.147  1.100  0.000
0.222  0.616  0.700  0.000
0.908  -0.710  0.900  0.000
1.246  -1.039  0.900  0.000
0.840  -0.600  0.900  0.000
0.418  0.952  0.800  0.000
0.761  0.290  0.900  0.000
1.043  -0.819  0.900  0.000
0.356  0.618  0.900  0.000
0.421  0.730  1.000  0.000
0.553  0.843  0.800  0.000
0.692  0.400  0.000  0.000
0.557  0.509  1.100  0.000
0.289  0.617  0.900  0.000
1.110  -0.818  0.800  0.000
0.221  0.727  0.900  0.000
0.642  -0.825  1.000  0.000
0.641  -0.714  1.000  0.000
0.779  -1.045  1.000  0.000
0.905  -0.487  0.800  0.000
0.421  0.730  1.000  0.000
0.489  0.620  1.100  0.000
0.774  -0.712  1.100  0.000
0.906  -0.599  1.000  0.000
1.381  -1.148  0.900  0.000
0.909  -0.821  0.800  0.000
0.973  -0.598  1.000  0.000
-1.239  0.040  2.200  0.000
-2.334  2.140  2.700  0.000
-0.116  0.945  1.100  0.000
0.840  -0.600  0.900  0.000
1.108  -0.707  1.200  0.000
1.113  -1.041  0.900  0.000
0.292  0.394  0.900  0.000
0.840  -0.600  1.000  0.000
0.489  0.620  1.000  0.000
0.695  0.177  0.100  0.000
0.688  0.734  0.500  0.000
0.975  -0.709  0.900  0.000
0.840  -0.600  0.000  0.000
0.692  0.400  0.800  0.000
0.357  0.507  0.900  0.000
0.621  0.733  1.000  0.000
0.488  0.731  0.800  0.000
0.554  0.732  0.800  0.000
-0.383  0.942  2.400  0.000
0.422  0.619  0.900  0.000
0.155  0.615  0.900  0.000
0.906  -0.599  0.900  0.000
0.489  0.620  1.000  0.000
0.621  0.733  0.800  0.000
1.043  -0.819  0.100  0.000
0.356  0.618  1.100  0.000
0.840  -0.600  1.000  0.000
0.219  0.838  0.900  0.000
0.621  0.733  1.000  0.000
0.353  0.840  0.000  0.000
0.488  0.731  1.000  0.000
0.224  0.505  0.900  0.000
0.554  0.732  0.400  0.000
0.486  0.842  0.800  0.000
0.421  0.730  0.900  0.000
0.908  -0.710  1.200  0.000
0.972  -0.486  1.000  0.000
0.975  -0.709  0.900  0.000
0.433  -0.160  1.800  0.000
-0.389  1.387  1.100  0.000
0.972  -0.486  1.000  0.000
0.975  -0.709  0.900  0.000
0.627  0.288  0.700  0.000
0.976  -0.820  0.900  0.000
0.773  -0.600  0.800  0.000
0.017  0.947  0.800  0.000
-0.316  0.942  1.500  0.000
0.086  0.837  0.900  0.000
0.215  1.172  0.000  0.000
0.084  0.948  0.900  0.000
0.354  0.729  1.000  0.000
0.697  0.066  0.700  0.000
0.905  -0.487  0.800  0.000
0.906  -0.599  1.000  0.000
-0.380  0.719  1.900  0.000
0.283  1.062  0.100  0.000
-0.389  1.387  0.000  0.000
0.554  0.732  0.800  0.000
0.692  0.400  0.800  0.000
-0.687  -1.288  1.200  0.000
0.083  1.059  0.800  0.000
0.906  -0.599  1.000  0.000
0.554  0.732  1.000  0.000
1.175  -0.706  0.900  0.000
0.972  -0.486  0.800  0.000
0.975  -0.709  1.000  0.000
0.841  -0.711  0.800  0.000
1.377  -0.815  0.000  0.000
1.177  -0.817  1.000  0.000
0.906  -0.599  0.800  0.000
0.973  -0.598  1.100  0.000
0.908  -0.710  0.900  0.000
1.380  -1.037  0.900  0.000
0.906  -0.599  1.200  0.000
1.173  -0.595  0.800  0.000
-0.643  0.382  2.600  0.000
0.711  -0.935  1.000  0.000
0.906  -0.599  0.800  0.000
0.289  0.617  1.000  0.000
0.083  1.059  0.900  0.000
0.218  0.950  0.800  0.000
0.906  -0.599  0.900  0.000
1.240  -0.594  0.800  0.000
0.421  0.730  1.000  0.000
0.086  0.837  1.000  0.000
0.840  -0.600  1.000  0.000
1.104  -0.373  1.000  0.000
0.840  -0.600  0.900  0.000
1.709  -0.699  1.100  0.000
0.014  1.169  0.800  0.000
0.909  -0.821  0.700  0.000
0.353  0.840  0.800  0.000
1.648  -1.145  0.900  0.000
-1.480  3.152  1.600  0.000
0.419  0.841  0.900  0.000
0.286  0.839  0.900  0.000
0.556  0.621  0.000  0.000
0.489  0.620  0.900  0.000
0.216  1.061  0.800  0.000
-0.321  1.276  0.900  0.000
-2.590  1.246  2.300  0.000
0.290  0.506  1.200  0.000
0.353  0.840  0.900  0.000
0.554  0.732  1.000  0.000
0.620  0.844  1.000  0.000
0.494  0.286  0.900  0.000
0.975  -0.709  0.900  0.000
1.043  -0.819  0.900  0.000
0.841  -0.711  1.000  0.000
0.554  0.732  1.000  0.000
0.973  -0.598  1.100  0.000
0.492  0.397  1.700  0.000
0.419  0.841  0.800  0.000
0.287  0.728  0.800  0.000
1.251  -1.373  1.200  0.000
0.705  -0.490  1.100  0.000
0.017  0.947  0.600  0.000
0.353  0.840  0.800  0.000
